ROW,PROJECT,DATE (DD-MMM-YYYY),DAY,MONTH,YEAR,SITE,REP,NH4N(mg/L),SRP(mg/L)
40,LTREB,3/9/2020,9,3,2020,11,c,0.008,0.046
41,LTREB,3/9/2020,9,3,2020,11af,a,0.007,0.007
42,LTREB,3/9/2020,9,3,2020,11af,b,0.008,0.006
43,LTREB,3/9/2020,9,3,2020,11af,c,0.003,0.008
44,LTREB,3/9/2020,9,3,2020,12,a,0.007,0.028
45,LTREB,3/9/2020,9,3,2020,12,b,0.006,0.028
46,LTREB,3/9/2020,9,3,2020,12,c,0.007,0.024
47,LTREB,3/9/2020,9,3,2020,13,a,0.005,0.019
48,LTREB,3/9/2020,9,3,2020,13,b,0.006,0.017
49,LTREB,3/9/2020,9,3,2020,13,c,0.005,0.020
50,LTREB,4/16/2020,16,4,2020,Blank ,a,0.003,0.000
51,LTREB,4/16/2020,16,4,2020,1,a,0.006,0.002
52,LTREB,4/16/2020,16,4,2020,1,b,0.005,0.002
53,LTREB,4/16/2020,16,4,2020,1,c,0.015,0.003
54,LTREB,4/16/2020,16,4,2020,2,a,0.007,0.003
55,LTREB,4/16/2020,16,4,2020,2,b,0.007,0.004
56,LTREB,4/16/2020,16,4,2020,2,c,0.007,0.003
57,LTREB,4/16/2020,16,4,2020,3,a,0.006,0.003
58,LTREB,4/16/2020,16,4,2020,3,b,0.006,0.003
59,LTREB,4/16/2020,16,4,2020,3,c,0.005,0.006
60,LTREB,4/16/2020,16,4,2020,4,a,0.006,0.004
61,LTREB,4/16/2020,16,4,2020,4,b,0.007,0.004
62,LTREB,4/16/2020,16,4,2020,4,c,0.006,0.003
63,LTREB,4/16/2020,16,4,2020,5,a,0.006,0.002
64,LTREB,4/16/2020,16,4,2020,5,b,0.006,0.004
65,LTREB,4/16/2020,16,4,2020,5,c,0.006,0.003
66,LTREB,4/16/2020,16,4,2020,6,a,0.003,0.002
67,LTREB,4/16/2020,16,4,2020,6,b,0.005,0.002
68,LTREB,4/16/2020,16,4,2020,6,c,0.004,0.002
69,LTREB,4/16/2020,16,4,2020,7,a,0.003,0.002
70,LTREB,4/16/2020,16,4,2020,7,b,0.004,0.002
71,LTREB,4/16/2020,16,4,2020,7,c,0.005,0.002
72,LTREB,4/16/2020,16,4,2020,8,a,0.005,0.004
73,LTREB,4/16/2020,16,4,2020,8,b,0.004,0.003
74,LTREB,4/16/2020,16,4,2020,8,c,0.004,0.002
75,LTREB,4/16/2020,16,4,2020,8a,a,0.004,0.010
76,LTREB,4/16/2020,16,4,2020,8a,b,0.009,0.012
77,LTREB,4/16/2020,16,4,2020,8a,c,0.005,0.012
78,LTREB,4/16/2020,16,4,2020,9,a,0.006,0.003
79,LTREB,4/16/2020,16,4,2020,9,b,0.007,0.002
80,LTREB,4/16/2020,16,4,2020,9,c,0.007,0.002
81,LTREB,4/16/2020,16,4,2020,9am,a,0.008,0.012
82,LTREB,4/16/2020,16,4,2020,9am,b,0.010,0.012
83,LTREB,4/16/2020,16,4,2020,9am,c,0.009,0.010
84,LTREB,4/16/2020,16,4,2020,10,a,0.006,0.009
85,LTREB,4/16/2020,16,4,2020,10,b,0.005,0.012
86,LTREB,4/16/2020,16,4,2020,10,c,0.006,0.010
87,LTREB,4/16/2020,16,4,2020,11,a,0.004,0.006
88,LTREB,4/16/2020,16,4,2020,11,b,0.004,0.006
89,LTREB,4/16/2020,16,4,2020,11,c,0.004,0.006
90,LTREB,4/16/2020,16,4,2020,11af,a,0.006,0.006
91,LTREB,4/16/2020,16,4,2020,11af,b,0.006,0.005
92,LTREB,4/16/2020,16,4,2020,11af,c,0.006,0.006
93,LTREB,4/16/2020,16,4,2020,12,a,0.004,0.007
94,LTREB,4/16/2020,16,4,2020,12,b,0.004,0.007
95,LTREB,4/16/2020,16,4,2020,12,c,0.005,0.006
96,LTREB,4/16/2020,16,4,2020,13,a,0.005,0.004
97,LTREB,4/16/2020,16,4,2020,13,b,0.004,0.005
98,LTREB,4/16/2020,16,4,2020,13,c,0.005,0.005
99,LTREB,5/5/2020,5,5,2020,Blank ,a,0.004,0.001
100,LTREB,5/5/2020,5,5,2020,1,a,0.011,0.013
101,LTREB,5/5/2020,5,5,2020,1,b,0.006,0.011
102,LTREB,5/5/2020,5,5,2020,1,c,0.008,0.012
103,LTREB,5/5/2020,5,5,2020,2,a,0.007,0.011
104,LTREB,5/5/2020,5,5,2020,2,b,0.007,0.011
105,LTREB,5/5/2020,5,5,2020,2,c,0.006,0.009
106,LTREB,5/5/2020,5,5,2020,3,a,0.011,0.009
107,LTREB,5/5/2020,5,5,2020,3,b,0.007,0.010
108,LTREB,5/5/2020,5,5,2020,3,c,0.008,0.009
109,LTREB,5/5/2020,5,5,2020,4,a,0.008,0.009
110,LTREB,5/5/2020,5,5,2020,4,b,0.012,0.012
111,LTREB,5/5/2020,5,5,2020,4,c,0.010,0.012
112,LTREB,5/5/2020,5,5,2020,5,a,0.012,0.011
113,LTREB,5/5/2020,5,5,2020,5,b,0.011,0.010
114,LTREB,5/5/2020,5,5,2020,5,c,0.008,0.007
115,LTREB,5/5/2020,5,5,2020,6,a,0.010,0.010
116,LTREB,5/5/2020,5,5,2020,6,b,0.013,0.012
117,LTREB,5/5/2020,5,5,2020,6,c,0.013,0.013
118,LTREB,5/5/2020,5,5,2020,7,a,0.005,0.016
119,LTREB,5/5/2020,5,5,2020,7,b,0.004,0.014
120,LTREB,5/5/2020,5,5,2020,7,c,0.004,0.011
121,LTREB,5/5/2020,5,5,2020,8,a,0.010,0.012
122,LTREB,5/5/2020,5,5,2020,8,b,0.008,0.013
123,LTREB,5/5/2020,5,5,2020,8,c,0.011,0.013
124,LTREB,5/5/2020,5,5,2020,8a,a,0.007,0.025
125,LTREB,5/5/2020,5,5,2020,8a,b,0.007,0.028
126,LTREB,5/5/2020,5,5,2020,8a,c,0.005,0.028
127,LTREB,5/5/2020,5,5,2020,9,a,0.110,0.019
128,LTREB,5/5/2020,5,5,2020,9,b,0.014,0.019
129,LTREB,5/5/2020,5,5,2020,9,c,0.014,0.021
130,LTREB,5/5/2020,5,5,2020,9am,a,0.011,0.031
131,LTREB,5/5/2020,5,5,2020,9am,b,0.011,0.030
132,LTREB,5/5/2020,5,5,2020,9am,c,0.013,0.025
133,LTREB,5/5/2020,5,5,2020,10,a,0.014,0.022
134,LTREB,5/5/2020,5,5,2020,10,b,0.007,0.019
135,LTREB,5/5/2020,5,5,2020,10,c,0.008,0.029
136,LTREB,5/5/2020,5,5,2020,11,a,0.005,0.030
137,LTREB,5/5/2020,5,5,2020,11,b,0.003,0.034
138,LTREB,5/5/2020,5,5,2020,11,c,0.012,0.022
139,LTREB,5/5/2020,5,5,2020,11af,a,0.009,0.013
140,LTREB,5/5/2020,5,5,2020,11af,b,0.009,0.012
141,LTREB,5/5/2020,5,5,2020,11af,c,0.011,0.012
142,LTREB,5/5/2020,5,5,2020,12,a,0.029,0.014
143,LTREB,5/5/2020,5,5,2020,12,b,0.092,0.013
144,LTREB,5/5/2020,5,5,2020,12,c,0.005,0.019
145,LTREB,5/5/2020,5,5,2020,13,a,0.027,0.013
146,LTREB,5/5/2020,5,5,2020,13,b,0.010,0.012
147,LTREB,5/5/2020,5,5,2020,13,c,0.007,0.012
