ROW,PROJECT,DATE (DD-MMM-YYYY),DAY,MONTH,YEAR,SITE,REP,NH4N(mg/L),SRP(mg/L)
30,LTREB,10/12/2020,12,10,2020,9,c,0.006,0.006
31,LTREB,10/12/2020,12,10,2020,9am,a,0.005,0.007
32,LTREB,10/12/2020,12,10,2020,9am,b,0.005,0.010
33,LTREB,10/12/2020,12,10,2020,9am,c,0.007,0.010
34,LTREB,10/12/2020,12,10,2020,10,a,0.004,0.011
35,LTREB,10/12/2020,12,10,2020,10,b,0.005,0.008
36,LTREB,10/12/2020,12,10,2020,10,c,0.006,0.006
37,LTREB,10/12/2020,12,10,2020,11,a,0.005,0.012
38,LTREB,10/12/2020,12,10,2020,11,b,0.005,0.010
39,LTREB,10/12/2020,12,10,2020,11,c,0.005,0.009
40,LTREB,10/12/2020,12,10,2020,11af,a,0.004,0.006
41,LTREB,10/12/2020,12,10,2020,11af,b,0.004,0.012
42,LTREB,10/12/2020,12,10,2020,11af,c,0.004,0.016
43,LTREB,10/12/2020,12,10,2020,12,a,0.004,0.015
44,LTREB,10/12/2020,12,10,2020,12,b,0.005,0.010
45,LTREB,10/12/2020,12,10,2020,12,c,0.004,0.008
46,LTREB,10/12/2020,12,10,2020,13,a,0.004,0.006
47,LTREB,10/12/2020,12,10,2020,13,b,0.006,0.012
48,LTREB,10/12/2020,12,10,2020,13,c,0.005,0.011
49,LTREB,11/10/2020,10,11,2020,Blank,a,0.007,-0.006
50,LTREB,11/10/2020,10,11,2020,1,a,0.007,0.001
51,LTREB,11/10/2020,10,11,2020,1,b,0.008,0.001
52,LTREB,11/10/2020,10,11,2020,1,c,0.007,0.004
53,LTREB,11/10/2020,10,11,2020,2,a,0.005,0.004
54,LTREB,11/10/2020,10,11,2020,2,b,0.006,0.004
56,LTREB,11/10/2020,10,11,2020,2,c,0.011,0.011
58,LTREB,11/10/2020,10,11,2020,3,a,0.012,0.011
60,LTREB,11/10/2020,10,11,2020,3,b,0.013,0.009
62,LTREB,11/10/2020,10,11,2020,3,c,0.012,0.010
63,LTREB,11/10/2020,10,11,2020,4,a,0.010,0.010
64,LTREB,11/10/2020,10,11,2020,4,b,0.009,0.009
65,LTREB,11/10/2020,10,11,2020,4,c,0.009,0.011
66,LTREB,11/10/2020,10,11,2020,5,a,0.009,0.010
67,LTREB,11/10/2020,10,11,2020,5,b,0.007,0.011
68,LTREB,11/10/2020,10,11,2020,5,c,0.007,0.008
69,LTREB,11/10/2020,10,11,2020,6,a,0.007,0.008
70,LTREB,11/10/2020,10,11,2020,6,b,0.007,0.010
71,LTREB,11/10/2020,10,11,2020,6,c,0.008,0.015
72,LTREB,11/10/2020,10,11,2020,7,a,0.007,0.013
73,LTREB,11/10/2020,10,11,2020,7,b,0.010,0.015
74,LTREB,11/10/2020,10,11,2020,7,c,0.005,0.015
75,LTREB,11/10/2020,10,11,2020,8,a,0.009,0.012
76,LTREB,11/10/2020,10,11,2020,8,b,0.010,0.008
77,LTREB,11/10/2020,10,11,2020,8,c,0.010,0.009
78,LTREB,11/10/2020,10,11,2020,8ad,a,0.004,0.010
79,LTREB,11/10/2020,10,11,2020,8ad,b,0.003,0.009
80,LTREB,11/10/2020,10,11,2020,8ad,c,0.003,0.005
81,LTREB,11/10/2020,10,11,2020,9,a,0.006,0.003
82,LTREB,11/10/2020,10,11,2020,9,b,0.005,0.005
83,LTREB,11/10/2020,10,11,2020,9,c,0.004,0.005
84,LTREB,11/10/2020,10,11,2020,9am,a,0.009,0.011
85,LTREB,11/10/2020,10,11,2020,9am,b,0.010,0.013
86,LTREB,11/10/2020,10,11,2020,9am,c,0.011,0.004
87,LTREB,11/10/2020,10,11,2020,10,a,0.006,0.005
88,LTREB,11/10/2020,10,11,2020,10,b,0.009,0.006
89,LTREB,11/10/2020,10,11,2020,10,c,0.006,0.006
90,LTREB,11/10/2020,10,11,2020,11,a,0.010,0.005
91,LTREB,11/10/2020,10,11,2020,11,b,0.010,0.003
92,LTREB,11/10/2020,10,11,2020,11,c,0.005,0.003
93,LTREB,11/10/2020,10,11,2020,11af,a,0.005,0.006
94,LTREB,11/10/2020,10,11,2020,11af,b,0.003,0.010
95,LTREB,11/10/2020,10,11,2020,11af,c,0.004,0.003
96,LTREB,11/10/2020,10,11,2020,12,a,0.005,0.006
97,LTREB,11/10/2020,10,11,2020,12,b,0.004,0.003
98,LTREB,11/10/2020,10,11,2020,12,c,0.004,0.009
99,LTREB,11/10/2020,10,11,2020,13,a,0.005,0.005
100,LTREB,11/10/2020,10,11,2020,13,b,0.006,0.004
101,LTREB,11/10/2020,10,11,2020,13,c,0.010,0.006
102,LTREB,12/7/2020,7,12,2020,Blank,a,0.008,0.001
104,LTREB,12/7/2020,7,12,2020,1,a,0.009,0.003
105,LTREB,12/7/2020,7,12,2020,1,b,0.008,0.003
106,LTREB,12/7/2020,7,12,2020,1,c,0.007,0.004
107,LTREB,12/7/2020,7,12,2020,2,a,0.007,0.002
108,LTREB,12/7/2020,7,12,2020,2,b,0.005,0.001
109,LTREB,12/7/2020,7,12,2020,2,c,0.006,0.001
110,LTREB,12/7/2020,7,12,2020,3,a,0.005,0.003
111,LTREB,12/7/2020,7,12,2020,3,b,0.007,0.005
112,LTREB,12/7/2020,7,12,2020,3,c,0.007,0.007
113,LTREB,12/7/2020,7,12,2020,4,a,0.014,0.010
114,LTREB,12/7/2020,7,12,2020,4,b,0.011,0.010
115,LTREB,12/7/2020,7,12,2020,4,c,0.010,0.004
116,LTREB,12/7/2020,7,12,2020,5,a,0.005,0.004
117,LTREB,12/7/2020,7,12,2020,5,b,0.008,0.005
118,LTREB,12/7/2020,7,12,2020,5,c,0.008,0.009
119,LTREB,12/7/2020,7,12,2020,6,a,0.006,0.005
120,LTREB,12/7/2020,7,12,2020,6,b,0.007,0.004
121,LTREB,12/7/2020,7,12,2020,6,c,0.011,0.006
122,LTREB,12/7/2020,7,12,2020,7,a,0.007,0.008
123,LTREB,12/7/2020,7,12,2020,7,b,0.008,0.015
124,LTREB,12/7/2020,7,12,2020,7,c,0.010,0.018
125,LTREB,12/7/2020,7,12,2020,8,a,0.010,0.018
126,LTREB,12/7/2020,7,12,2020,8,b,0.007,0.018
127,LTREB,12/7/2020,7,12,2020,8,c,0.009,0.015
128,LTREB,12/7/2020,7,12,2020,8ad,a,0.007,0.016
129,LTREB,12/7/2020,7,12,2020,8ad,b,0.007,0.012
130,LTREB,12/7/2020,7,12,2020,8ad,c,0.006,0.016
131,LTREB,12/7/2020,7,12,2020,9,a,0.006,0.011
132,LTREB,12/7/2020,7,12,2020,9,b,0.007,0.011
133,LTREB,12/7/2020,7,12,2020,9,c,0.006,0.011
134,LTREB,12/7/2020,7,12,2020,9am,a,0.010,0.015
135,LTREB,12/7/2020,7,12,2020,9am,b,0.015,0.014
136,LTREB,12/7/2020,7,12,2020,9am,c,0.015,0.013
137,LTREB,12/7/2020,7,12,2020,10,a,0.011,0.009
138,LTREB,12/7/2020,7,12,2020,10,b,0.008,0.006
139,LTREB,12/7/2020,7,12,2020,10,c,0.006,0.002
140,LTREB,12/7/2020,7,12,2020,11,a,0.007,0.005
141,LTREB,12/7/2020,7,12,2020,11,b,0.008,0.008
142,LTREB,12/7/2020,7,12,2020,11,c,0.007,0.010
143,LTREB,12/7/2020,7,12,2020,11af,a,0.008,0.015
144,LTREB,12/7/2020,7,12,2020,11af,b,0.006,0.012
145,LTREB,12/7/2020,7,12,2020,11af,c,0.008,0.009
146,LTREB,12/7/2020,7,12,2020,12,a,0.005,0.003
147,LTREB,12/7/2020,7,12,2020,12,b,0.010,0.001
148,LTREB,12/7/2020,7,12,2020,12,c,0.009,0.001
149,LTREB,12/7/2020,7,12,2020,13,a,0.006,0.003
150,LTREB,12/7/2020,7,12,2020,13,b,0.006,0.000
151,LTREB,12/7/2020,7,12,2020,13,c,0.008,0.011
