ROW,PROJECT,DATE (DD-MMM-YYYY),DAY,MONTH,YEAR,SITE,REP,NH4N(mg/L),SRP(mg/L)
63,LTREB,2/10/2020,10,2,2020,5,c,0.013,0.008
64,LTREB,2/10/2020,10,2,2020,6,a,0.014,0.010
65,LTREB,2/10/2020,10,2,2020,6,b,0.013,0.006
66,LTREB,2/10/2020,10,2,2020,6,c,0.022,0.018
67,LTREB,2/10/2020,10,2,2020,7,a,0.008,0.015
68,LTREB,2/10/2020,10,2,2020,7,b,0.014,0.013
69,LTREB,2/10/2020,10,2,2020,7,c,0.013,0.011
70,LTREB,2/10/2020,10,2,2020,8,a,0.013,0.011
71,LTREB,2/10/2020,10,2,2020,8,b,0.011,0.012
72,LTREB,2/10/2020,10,2,2020,8,c,0.011,0.026
73,LTREB,2/10/2020,10,2,2020,8a,a,0.005,0.022
74,LTREB,2/10/2020,10,2,2020,8a,b,0.005,0.020
75,LTREB,2/10/2020,10,2,2020,8a,c,0.006,0.012
76,LTREB,2/10/2020,10,2,2020,9,a,0.012,0.005
77,LTREB,2/10/2020,10,2,2020,9,b,0.012,0.010
78,LTREB,2/10/2020,10,2,2020,9,c,0.008,0.007
79,LTREB,2/10/2020,10,2,2020,9am,a,0.019,0.023
80,LTREB,2/10/2020,10,2,2020,9am,b,0.013,0.023
81,LTREB,2/10/2020,10,2,2020,9am,c,0.015,0.022
82,LTREB,2/10/2020,10,2,2020,10,a,0.011,0.010
83,LTREB,2/10/2020,10,2,2020,10,b,0.008,0.012
84,LTREB,2/10/2020,10,2,2020,10,c,0.014,0.014
85,LTREB,2/10/2020,10,2,2020,11,a,0.008,0.012
86,LTREB,2/10/2020,10,2,2020,11,b,0.011,0.010
87,LTREB,2/10/2020,10,2,2020,11,c,0.010,0.007
88,LTREB,2/10/2020,10,2,2020,11af,a,0.007,0.013
89,LTREB,2/10/2020,10,2,2020,11af,b,0.006,0.013
90,LTREB,2/10/2020,10,2,2020,11af,c,0.005,0.012
91,LTREB,2/10/2020,10,2,2020,12,a,0.008,0.010
92,LTREB,2/10/2020,10,2,2020,12,b,0.006,0.005
93,LTREB,2/10/2020,10,2,2020,12,c,0.013,0.008
94,LTREB,2/10/2020,10,2,2020,13,a,0.008,0.011
95,LTREB,2/10/2020,10,2,2020,13,b,0.006,0.015
96,LTREB,2/10/2020,10,2,2020,13,c,0.006,0.011
97,LTREB,1/17/2020,10,2,2020,Blank,a,0.013,0.015
98,LTREB,2/10/2020,10,2,2020,Blank,a,0.001,0.005
99,LTREB,2/10/2020,10,2,2020,6,c,0.015,0.012
100,LTREB,2/10/2020,10,2,2020,9,a,0.011,0.012
101,LTREB,2/10/2020,10,2,2020,7,a,0.011,0.013
