DATE,TIME,Barometer (mmHg),ODO (% Sat),ODO (mg/L),ODO (% Local),Temp (°F)
08-30-2021,09:40:33,683.2,89,8.73,91.7,61.3
08-30-2021,09:41:03,683.2,89,8.73,91.7,61.3
08-30-2021,09:41:33,683.2,89,8.73,91.7,61.3
08-30-2021,09:42:03,683.2,89,8.74,91.7,61.2
08-30-2021,09:42:33,683.2,89.4,8.76,92.1,61.4
08-30-2021,09:43:03,683.2,89.8,8.79,92.5,61.6
08-30-2021,09:43:33,683.2,90,8.8,92.8,61.6
08-30-2021,09:44:03,683.2,90.2,8.81,92.9,61.7
08-30-2021,09:44:33,683.2,90.3,8.82,93.1,61.7
08-30-2021,09:45:03,683.2,90.5,8.83,93.2,61.8
08-30-2021,09:45:33,683.2,90.6,8.84,93.4,61.8
08-30-2021,09:46:03,683.2,90.7,8.84,93.5,61.9
08-30-2021,09:46:33,683.2,90.9,8.85,93.7,62
08-30-2021,09:47:03,683.2,91.1,8.86,93.8,62
08-30-2021,09:47:33,683.2,91.2,8.87,94,62.1
08-30-2021,09:48:03,683.2,91.3,8.87,94.1,62.1
08-30-2021,09:48:33,683.2,91.5,8.88,94.3,62.2
08-30-2021,09:49:03,683.2,91.7,8.89,94.4,62.3
08-30-2021,09:49:33,683.2,91.8,8.9,94.6,62.3
08-30-2021,09:50:03,683.2,92,8.91,94.8,62.4
08-30-2021,09:50:33,683.2,92.1,8.92,94.9,62.5
08-30-2021,09:51:03,683.2,92.2,8.92,95,62.5
08-30-2021,09:51:33,683.2,92.4,8.93,95.2,62.6
08-30-2021,09:52:03,683.2,92.5,8.94,95.3,62.6
08-30-2021,09:52:33,683.2,92.6,8.94,95.4,62.7
08-30-2021,09:53:03,683.2,92.8,8.96,95.6,62.7
08-30-2021,09:53:33,683.2,92.9,8.96,95.8,62.8
08-30-2021,09:54:03,683.2,93,8.97,95.8,62.8
08-30-2021,09:54:33,683.2,93,8.98,95.9,62.7
08-30-2021,09:55:03,683.2,92.9,8.98,95.8,62.6
08-30-2021,09:55:33,683.2,92.8,8.98,95.6,62.5
08-30-2021,09:56:03,683.2,92.9,8.98,95.7,62.6
08-30-2021,09:56:33,683.2,92.9,8.98,95.7,62.5
08-30-2021,09:57:03,683.2,92.8,8.98,95.6,62.5
08-30-2021,09:57:33,683.2,92.9,8.98,95.7,62.6
08-30-2021,09:58:03,683.2,92.9,8.98,95.8,62.6
08-30-2021,09:58:33,683.2,93,8.98,95.9,62.7
08-30-2021,09:59:03,683.2,93.2,8.99,96,62.8
08-30-2021,09:59:33,683.2,93.3,8.99,96.1,62.8
08-30-2021,10:00:03,683.2,93.4,9,96.2,62.9
08-30-2021,10:00:33,683.2,93.5,9,96.3,62.9
08-30-2021,10:01:03,683.2,93.7,9.01,96.5,63
08-30-2021,10:01:33,683.2,93.8,9.02,96.6,63
08-30-2021,10:02:03,683.2,93.9,9.02,96.7,63.1
08-30-2021,10:02:33,683.2,94,9.03,96.9,63.1
08-30-2021,10:03:03,683.1,94.1,9.03,96.9,63.2
08-30-2021,10:03:33,683.2,94.2,9.04,97,63.2
08-30-2021,10:04:03,683.1,94.3,9.04,97.1,63.3
08-30-2021,10:04:33,683.2,94.4,9.05,97.2,63.3
08-30-2021,10:05:03,683.1,94.4,9.05,97.3,63.4
08-30-2021,10:05:33,683.2,94.5,9.05,97.4,63.4
08-30-2021,10:06:03,683.2,94.6,9.06,97.5,63.5
08-30-2021,10:06:33,683.1,94.9,9.07,97.8,63.5
08-30-2021,10:07:03,683,95,9.08,97.8,63.6
08-30-2021,10:07:33,683.2,95.1,9.08,98,63.6
08-30-2021,10:08:03,683.2,95.3,9.09,98.2,63.7
08-30-2021,10:08:33,683.1,95.4,9.1,98.3,63.8
08-30-2021,10:09:03,683.2,95.5,9.1,98.4,63.8
08-30-2021,10:09:33,683.1,95.5,9.1,98.4,63.8
08-30-2021,10:10:03,683.2,95.6,9.11,98.5,63.8
08-30-2021,10:10:33,683.2,95.6,9.11,98.5,63.9
08-30-2021,10:11:03,683.1,95.7,9.11,98.6,63.9
08-30-2021,10:11:33,683.1,95.9,9.12,98.8,64
08-30-2021,10:12:03,683.2,96,9.13,98.9,64
08-30-2021,10:12:33,683.1,96.1,9.13,99,64.1
08-30-2021,10:13:03,683,96.2,9.14,99.2,64.1
08-30-2021,10:13:33,683.1,96.3,9.14,99.3,64.2
08-30-2021,10:14:03,683.1,96.4,9.15,99.4,64.2
08-30-2021,10:14:33,683,96.5,9.15,99.5,64.3
08-30-2021,10:15:03,683,96.6,9.16,99.6,64.3
08-30-2021,10:15:33,683,96.7,9.17,99.7,64.3
08-30-2021,10:16:03,683,96.8,9.17,99.7,64.4
08-30-2021,10:16:33,683,96.9,9.17,99.8,64.4
08-30-2021,10:17:03,683,97,9.18,99.9,64.4
08-30-2021,10:17:33,683,97,9.18,100,64.4
08-30-2021,10:18:03,683,97.1,9.19,100.1,64.5
08-30-2021,10:18:33,683,97.2,9.19,100.1,64.5
08-30-2021,10:19:03,683,97.3,9.2,100.2,64.5
08-30-2021,10:19:33,683,97.3,9.21,100.3,64.5
08-30-2021,10:20:03,683,97.4,9.21,100.3,64.5
08-30-2021,10:20:33,683,97.4,9.21,100.4,64.5
08-30-2021,10:21:03,683,97.4,9.21,100.4,64.5
08-30-2021,10:21:33,682.9,97.4,9.21,100.4,64.5
08-30-2021,10:22:03,683,97.4,9.21,100.4,64.5
08-30-2021,10:22:33,683.1,97.3,9.2,100.3,64.5
08-30-2021,10:23:03,683.1,97.2,9.19,100.2,64.5
08-30-2021,10:23:33,683,97.1,9.18,100.1,64.5
08-30-2021,10:24:03,682.9,97.1,9.18,100.1,64.6
08-30-2021,10:24:33,683,97.1,9.18,100.1,64.5
08-30-2021,10:25:03,683,97.1,9.18,100,64.5
08-30-2021,10:25:33,683.1,97.1,9.18,100,64.5
08-30-2021,10:26:03,683,97.1,9.17,100,64.5
08-30-2021,10:26:33,683.1,97,9.17,100,64.5
08-30-2021,10:27:03,683,97,9.17,99.9,64.5
08-30-2021,10:27:33,683,97.1,9.17,100,64.6
08-30-2021,10:28:03,683.2,97.2,9.18,100.1,64.6
08-30-2021,10:28:33,683.1,97.2,9.18,100.1,64.6
08-30-2021,10:29:03,683.1,97.2,9.18,100.1,64.6
08-30-2021,10:29:33,683.1,97.2,9.18,100.2,64.6
08-30-2021,10:30:03,683.2,97.2,9.18,100.1,64.7
08-30-2021,10:30:33,683.1,97.2,9.18,100.2,64.7
08-30-2021,10:31:03,683.1,97.2,9.18,100.2,64.7
08-30-2021,10:31:33,683.2,97.2,9.17,100.1,64.7
08-30-2021,10:32:03,683.2,97.1,9.17,100.1,64.7
08-30-2021,10:32:33,683.2,97,9.16,100,64.7
08-30-2021,10:33:03,683,97,9.16,100,64.7
08-30-2021,10:33:33,683.2,97,9.16,99.9,64.7
08-30-2021,10:34:03,683.2,96.9,9.15,99.9,64.7
08-30-2021,10:34:33,683.2,97,9.15,99.9,64.7
08-30-2021,10:35:03,683.2,97.1,9.16,100,64.7
08-30-2021,10:35:33,683.1,97.2,9.16,100.1,64.7
08-30-2021,10:36:03,683.2,97.1,9.16,100.1,64.7
08-30-2021,10:36:33,683.2,97.2,9.16,100.1,64.7
08-30-2021,10:37:03,683.2,97.1,9.16,100.1,64.7
08-30-2021,10:37:33,683.1,97.1,9.16,100.1,64.8
08-30-2021,10:38:03,683.1,97.1,9.16,100,64.8
08-30-2021,10:38:33,683,97.1,9.16,100.1,64.8
08-30-2021,10:39:03,683.1,97.1,9.16,100.1,64.8
08-30-2021,10:39:33,683,97.1,9.15,100,64.8
08-30-2021,10:40:03,683.1,97.1,9.15,100,64.8
08-30-2021,10:40:33,683.1,97.1,9.15,100,64.8
08-30-2021,10:41:03,683,97.1,9.15,100.1,64.8
08-30-2021,10:41:33,683,97.1,9.15,100.1,64.8
08-30-2021,10:42:03,683.1,97.1,9.15,100.1,64.9
08-30-2021,10:42:33,683.1,97.1,9.14,100.1,64.9
08-30-2021,10:43:03,682.9,97.1,9.14,100.1,65
08-30-2021,10:43:33,682.9,97.2,9.14,100.2,65
08-30-2021,10:44:03,682.9,97.2,9.14,100.2,65.1
08-30-2021,10:44:33,682.9,97.3,9.14,100.3,65.1
08-30-2021,10:45:03,682.9,97.3,9.14,100.3,65.1
08-30-2021,10:45:33,683,97.3,9.14,100.3,65.2
08-30-2021,10:46:03,682.9,97.4,9.14,100.4,65.2
08-30-2021,10:46:33,682.9,97.5,9.15,100.5,65.2
08-30-2021,10:47:03,682.9,97.6,9.15,100.6,65.3
08-30-2021,10:47:33,683,97.7,9.15,100.6,65.3
08-30-2021,10:48:03,682.9,97.8,9.16,100.8,65.4
08-30-2021,10:48:33,682.9,97.9,9.16,100.8,65.4
08-30-2021,10:49:03,682.9,98,9.17,101,65.4
08-30-2021,10:49:33,682.9,98.1,9.17,101.1,65.5
08-30-2021,10:50:03,682.9,98.2,9.18,101.2,65.5
08-30-2021,10:50:33,682.9,98.3,9.19,101.3,65.6
08-30-2021,10:51:03,682.9,98.5,9.2,101.5,65.6
08-30-2021,10:51:33,682.9,98.8,9.22,101.8,65.7
08-30-2021,10:52:03,682.9,99,9.23,102,65.7
08-30-2021,10:52:33,682.9,99.1,9.24,102.2,65.8
08-30-2021,10:53:03,683,99.2,9.25,102.3,65.8
08-30-2021,10:53:33,682.9,99.4,9.26,102.5,65.8
08-30-2021,10:54:03,682.9,99.5,9.27,102.6,65.9
08-30-2021,10:54:33,682.9,99.7,9.28,102.7,65.9
08-30-2021,10:55:03,682.9,99.8,9.29,102.8,65.9
08-30-2021,10:55:33,682.9,99.9,9.29,102.9,66
08-30-2021,10:56:03,682.9,100,9.3,103,66
08-30-2021,10:56:33,682.9,100.1,9.31,103.2,66
08-30-2021,10:57:03,682.9,100.2,9.31,103.3,66.1
08-30-2021,10:57:33,682.9,100.4,9.32,103.4,66.1
08-30-2021,10:58:03,682.9,100.5,9.33,103.5,66.1
08-30-2021,10:58:33,682.9,100.6,9.33,103.6,66.1
08-30-2021,10:59:03,682.9,100.6,9.34,103.7,66.1
08-30-2021,10:59:33,682.9,100.6,9.34,103.7,66.2
08-30-2021,11:00:03,682.9,100.6,9.34,103.7,66.2
08-30-2021,11:00:33,682.9,100.6,9.33,103.6,66.2
08-30-2021,11:01:03,682.9,100.5,9.33,103.6,66.2
08-30-2021,11:01:33,682.9,100.5,9.32,103.5,66.2
08-30-2021,11:02:03,682.9,100.5,9.32,103.5,66.2
08-30-2021,11:02:33,682.9,100.4,9.32,103.5,66.2
08-30-2021,11:03:03,682.9,100.4,9.31,103.4,66.2
08-30-2021,11:03:33,682.9,100.3,9.31,103.4,66.2
08-30-2021,11:04:03,682.9,100.3,9.3,103.3,66.2
08-30-2021,11:04:33,682.8,100.2,9.3,103.3,66.2
08-30-2021,11:05:03,682.9,100.2,9.3,103.3,66.2
08-30-2021,11:05:33,682.9,100.1,9.29,103.2,66.2
08-30-2021,11:06:03,682.8,100.1,9.29,103.1,66.2
08-30-2021,11:06:33,682.8,100,9.28,103.1,66.2
08-30-2021,11:07:03,682.7,100,9.28,103,66.2
08-30-2021,11:07:33,682.7,99.9,9.27,103,66.2
08-30-2021,11:08:03,682.8,99.9,9.27,102.9,66.2
08-30-2021,11:08:33,682.9,99.8,9.26,102.8,66.2
08-30-2021,11:09:03,682.9,99.8,9.26,102.8,66.2
08-30-2021,11:09:33,682.8,99.7,9.25,102.7,66.2
08-30-2021,11:10:03,682.8,99.7,9.25,102.7,66.2
08-30-2021,11:10:33,682.7,99.6,9.24,102.6,66.2
08-30-2021,11:11:03,682.7,99.5,9.24,102.6,66.2
08-30-2021,11:11:33,682.8,99.5,9.23,102.5,66.2
08-30-2021,11:12:03,682.8,99.4,9.22,102.4,66.2
08-30-2021,11:12:33,682.8,99.4,9.22,102.4,66.2
08-30-2021,11:13:03,682.7,99.3,9.21,102.3,66.2
08-30-2021,11:13:33,682.8,99.3,9.21,102.3,66.2
08-30-2021,11:14:03,682.6,99.1,9.2,102.2,66.2
08-30-2021,11:14:33,682.7,99.1,9.2,102.1,66.2
08-30-2021,11:15:03,682.8,99,9.19,102,66.2
08-30-2021,11:15:33,682.7,99,9.19,102,66.2
08-30-2021,11:16:03,682.7,98.9,9.18,101.9,66.2
08-30-2021,11:16:33,682.7,98.9,9.17,101.9,66.2
08-30-2021,11:17:03,682.7,98.8,9.17,101.8,66.2
08-30-2021,11:17:33,682.8,98.7,9.16,101.7,66.2
08-30-2021,11:18:03,682.7,98.7,9.16,101.7,66.2
08-30-2021,11:18:32,682.7,98.7,9.15,101.7,66.2
08-30-2021,11:19:02,682.7,98.6,9.15,101.6,66.2
08-30-2021,11:19:32,682.7,98.5,9.14,101.5,66.2
08-30-2021,11:20:02,682.8,98.4,9.13,101.4,66.2
08-30-2021,11:20:32,682.6,98.4,9.13,101.4,66.2
08-30-2021,11:21:02,682.6,98.3,9.12,101.3,66.2
08-30-2021,11:21:32,682.7,98.3,9.12,101.2,66.2
08-30-2021,11:22:02,682.8,98.2,9.12,101.2,66.2
08-30-2021,11:22:32,682.7,98.2,9.11,101.1,66.2
08-30-2021,11:23:02,682.6,98.1,9.1,101.1,66.2
08-30-2021,11:23:32,682.8,98,9.1,101,66.2
08-30-2021,11:24:02,682.7,98,9.09,101,66.2
08-30-2021,11:24:32,682.6,97.9,9.08,100.9,66.2
08-30-2021,11:25:02,682.7,97.9,9.08,100.9,66.2
08-30-2021,11:25:32,682.7,97.8,9.08,100.8,66.2
08-30-2021,11:26:02,682.7,97.8,9.07,100.8,66.2
08-30-2021,11:26:32,682.7,97.7,9.07,100.7,66.2
08-30-2021,11:27:02,682.7,97.7,9.06,100.6,66.2
08-30-2021,11:27:32,682.7,97.6,9.06,100.6,66.2
08-30-2021,11:28:02,682.6,97.6,9.05,100.5,66.2
08-30-2021,11:28:32,682.7,97.5,9.05,100.5,66.2
08-30-2021,11:29:02,682.8,97.5,9.04,100.4,66.2
08-30-2021,11:29:32,682.7,97.4,9.04,100.4,66.2
08-30-2021,11:30:02,682.7,97.4,9.03,100.3,66.2
08-30-2021,11:30:32,682.7,97.3,9.03,100.3,66.2
08-30-2021,11:31:02,682.6,97.3,9.03,100.3,66.2
08-30-2021,11:31:32,682.7,97.2,9.02,100.2,66.2
08-30-2021,11:32:02,682.6,97.2,9.02,100.2,66.2
08-30-2021,11:32:32,682.7,97.1,9.01,100.1,66.2
08-30-2021,11:33:02,682.6,97.1,9,100,66.2
08-30-2021,11:33:32,682.6,97,9,100,66.2
08-30-2021,11:34:02,682.6,97,8.99,99.9,66.2
08-30-2021,11:34:32,682.6,96.9,8.99,99.9,66.2
08-30-2021,11:35:02,682.6,96.9,8.99,99.8,66.2
08-30-2021,11:35:32,682.7,96.8,8.98,99.7,66.2
08-30-2021,11:36:02,682.7,96.8,8.98,99.7,66.2
08-30-2021,11:36:32,682.6,96.7,8.97,99.7,66.2
08-30-2021,11:37:02,682.6,96.7,8.97,99.6,66.2
08-30-2021,11:37:32,682.7,96.6,8.96,99.6,66.2
08-30-2021,11:38:02,682.6,96.6,8.96,99.5,66.2
08-30-2021,11:38:32,682.6,96.6,8.96,99.5,66.2
08-30-2021,11:39:02,682.6,96.5,8.95,99.5,66.2
08-30-2021,11:39:32,682.6,96.4,8.94,99.4,66.2
08-30-2021,11:40:02,682.6,96.4,8.94,99.4,66.2
08-30-2021,11:40:32,682.6,96.4,8.94,99.3,66.2
08-30-2021,11:41:02,682.6,96.3,8.93,99.3,66.2
08-30-2021,11:41:32,682.6,96.3,8.93,99.2,66.2
08-30-2021,11:42:02,682.6,96.2,8.92,99.1,66.2
08-30-2021,11:42:32,682.6,96.2,8.92,99.1,66.2
08-30-2021,11:43:02,682.6,96.2,8.92,99.1,66.3
08-30-2021,11:43:32,682.6,96.1,8.91,99,66.2
08-30-2021,11:44:02,682.6,96.1,8.91,99,66.2
08-30-2021,11:44:32,682.6,96,8.9,98.9,66.3
08-30-2021,11:45:02,682.6,96,8.9,98.9,66.2
08-30-2021,11:45:32,682.6,96,8.9,98.9,66.2
08-30-2021,11:46:02,682.6,95.9,8.89,98.8,66.2
08-30-2021,11:46:32,682.6,95.9,8.89,98.8,66.2
08-30-2021,11:47:02,682.7,95.8,8.89,98.7,66.2
08-30-2021,11:47:32,682.6,95.8,8.88,98.7,66.3
08-30-2021,11:48:02,682.6,95.8,8.88,98.7,66.3
08-30-2021,11:48:32,682.6,95.8,8.88,98.7,66.3
08-30-2021,11:49:02,682.6,95.8,8.88,98.7,66.3
08-30-2021,11:49:32,682.5,95.9,8.88,98.8,66.4
08-30-2021,11:50:02,682.6,95.9,8.88,98.8,66.4
08-30-2021,11:50:32,682.6,96,8.88,98.9,66.4
08-30-2021,11:51:02,682.6,96,8.88,99,66.5
08-30-2021,11:51:32,682.5,96.2,8.89,99.1,66.5
08-30-2021,11:52:02,682.5,96.2,8.89,99.1,66.5
08-30-2021,11:52:32,682.5,96.3,8.9,99.2,66.6
08-30-2021,11:53:02,682.6,96.4,8.9,99.3,66.6
08-30-2021,11:53:32,682.6,96.5,8.91,99.5,66.6
08-30-2021,11:54:02,682.5,96.7,8.92,99.6,66.7
08-30-2021,11:54:32,682.5,96.8,8.93,99.7,66.7
08-30-2021,11:55:02,682.6,96.9,8.94,99.8,66.7
08-30-2021,11:55:32,682.5,97,8.94,100,66.8
08-30-2021,11:56:02,682.6,97.1,8.95,100.1,66.8
08-30-2021,11:56:32,682.6,97.3,8.96,100.2,66.8
08-30-2021,11:57:02,682.5,97.4,8.97,100.3,66.9
08-30-2021,11:57:32,682.4,97.5,8.97,100.4,66.9
08-30-2021,11:58:02,682.5,97.6,8.98,100.6,66.9
08-30-2021,11:58:32,682.5,97.8,8.99,100.7,67
08-30-2021,11:59:02,682.5,97.9,9,100.9,67
08-30-2021,11:59:32,682.4,98,9,101,67
08-30-2021,12:00:02,682.5,98.1,9.01,101.1,67.1
08-30-2021,12:00:32,682.5,98.2,9.02,101.2,67.1
08-30-2021,12:01:02,682.5,98.4,9.03,101.4,67.1
08-30-2021,12:01:32,682.4,98.5,9.04,101.5,67.2
08-30-2021,12:02:02,682.5,98.6,9.05,101.6,67.2
08-30-2021,12:02:32,682.4,98.7,9.05,101.7,67.2
08-30-2021,12:03:02,682.4,98.9,9.07,101.9,67.3
08-30-2021,12:03:32,682.5,99,9.08,102,67.3
08-30-2021,12:04:02,682.5,99.1,9.08,102.1,67.3
08-30-2021,12:04:32,682.4,99.2,9.09,102.2,67.4
08-30-2021,12:05:02,682.4,99.4,9.1,102.4,67.4
08-30-2021,12:05:32,682.4,99.6,9.11,102.6,67.4
08-30-2021,12:06:02,682.5,99.6,9.11,102.7,67.4
08-30-2021,12:06:32,682.5,99.8,9.13,102.8,67.5
08-30-2021,12:07:02,682.3,99.9,9.13,102.9,67.5
08-30-2021,12:07:32,682.4,100,9.14,103.1,67.5
08-30-2021,12:08:02,682.4,100.2,9.15,103.2,67.6
08-30-2021,12:08:32,682.4,100.2,9.16,103.3,67.6
08-30-2021,12:09:02,682.4,100.5,9.17,103.5,67.6
08-30-2021,12:09:32,682.4,100.5,9.18,103.6,67.7
08-30-2021,12:10:02,682.4,100.7,9.18,103.7,67.7
08-30-2021,12:10:32,682.3,100.7,9.19,103.8,67.7
08-30-2021,12:11:02,682.4,100.9,9.2,103.9,67.7
08-30-2021,12:11:32,682.3,101,9.2,104.1,67.8
08-30-2021,12:12:02,682.3,101.1,9.21,104.2,67.8
08-30-2021,12:12:32,682.3,101.3,9.22,104.3,67.8
08-30-2021,12:13:02,682.3,101.4,9.23,104.4,67.9
08-30-2021,12:13:32,682.3,101.5,9.24,104.6,67.9
08-30-2021,12:14:02,682.3,101.6,9.25,104.7,67.9
08-30-2021,12:14:32,682.3,101.7,9.25,104.8,67.9
08-30-2021,12:15:02,682.3,101.9,9.27,105,68
08-30-2021,12:15:32,682.3,102,9.27,105.1,68
08-30-2021,12:16:02,682.3,102.1,9.28,105.2,68
08-30-2021,12:16:32,682.3,102.2,9.29,105.3,68.1
08-30-2021,12:17:02,682.3,102.4,9.3,105.5,68.1
08-30-2021,12:17:32,682.3,102.5,9.31,105.6,68.1
08-30-2021,12:18:02,682.3,102.6,9.31,105.7,68.1
08-30-2021,12:18:32,682.4,102.7,9.32,105.8,68.2
08-30-2021,12:19:02,682.3,102.8,9.33,105.9,68.2
08-30-2021,12:19:32,682.3,103,9.34,106.1,68.2
08-30-2021,12:20:02,682.3,103.1,9.35,106.2,68.3
08-30-2021,12:20:32,682.2,103.2,9.35,106.3,68.3
08-30-2021,12:21:02,682.3,103.3,9.36,106.4,68.3
08-30-2021,12:21:32,682.3,103.4,9.37,106.6,68.3
08-30-2021,12:22:02,682.3,103.5,9.38,106.7,68.3
08-30-2021,12:22:32,682.3,103.6,9.38,106.7,68.4
08-30-2021,12:23:02,682.2,103.7,9.39,106.9,68.4
08-30-2021,12:23:32,682.2,103.8,9.4,107,68.4
08-30-2021,12:24:02,682.3,104,9.41,107.1,68.4
08-30-2021,12:24:32,682.3,104,9.41,107.2,68.4
08-30-2021,12:25:02,682.3,104.2,9.42,107.3,68.5
08-30-2021,12:25:32,682.2,104.3,9.43,107.5,68.5
08-30-2021,12:26:02,682.3,104.4,9.44,107.6,68.5
08-30-2021,12:26:32,682.2,104.5,9.44,107.6,68.5
08-30-2021,12:27:02,682.2,104.6,9.45,107.7,68.6
08-30-2021,12:27:32,682.3,104.7,9.46,107.9,68.6
08-30-2021,12:28:02,682.3,104.7,9.46,107.9,68.6
08-30-2021,12:28:32,682.2,104.8,9.47,107.9,68.6
08-30-2021,12:29:02,682.2,104.7,9.46,107.9,68.6
08-30-2021,12:29:32,682.3,104.7,9.46,107.9,68.6
08-30-2021,12:30:02,682.2,104.6,9.45,107.8,68.6
08-30-2021,12:30:32,682.1,104.5,9.45,107.7,68.6
08-30-2021,12:31:02,682.1,104.4,9.44,107.6,68.5
08-30-2021,12:31:32,682.1,104.4,9.44,107.6,68.5
08-30-2021,12:32:02,682.1,104.4,9.44,107.6,68.5
08-30-2021,12:32:32,682.1,104.3,9.43,107.5,68.5
08-30-2021,12:33:02,682.2,104.2,9.42,107.4,68.5
08-30-2021,12:33:32,682.1,104.2,9.42,107.3,68.5
08-30-2021,12:34:02,682.1,104.1,9.41,107.2,68.5
08-30-2021,12:34:32,682.1,104,9.4,107.2,68.5
08-30-2021,12:35:02,682.2,103.9,9.4,107.1,68.5
08-30-2021,12:35:32,682.1,103.9,9.4,107,68.5
08-30-2021,12:36:02,682.2,103.8,9.39,106.9,68.5
08-30-2021,12:36:32,682.2,103.7,9.38,106.9,68.4
08-30-2021,12:37:02,682.2,103.7,9.38,106.8,68.4
08-30-2021,12:37:32,682.2,103.6,9.37,106.7,68.4
08-30-2021,12:38:02,682.2,103.5,9.37,106.6,68.4
08-30-2021,12:38:32,682.3,103.4,9.36,106.6,68.4
08-30-2021,12:39:02,682.3,103.4,9.35,106.5,68.4
08-30-2021,12:39:32,682.3,103.3,9.35,106.4,68.4
08-30-2021,12:40:02,682.2,103.2,9.35,106.4,68.4
08-30-2021,12:40:32,682.2,103.1,9.34,106.2,68.4
08-30-2021,12:41:02,682.2,103.1,9.33,106.2,68.4
08-30-2021,12:41:32,682.2,103,9.33,106.1,68.4
08-30-2021,12:42:02,682.3,103,9.32,106.1,68.4
08-30-2021,12:42:32,682.1,102.9,9.31,106,68.4
08-30-2021,12:43:02,682.3,102.8,9.31,105.9,68.4
08-30-2021,12:43:32,682.1,102.7,9.31,105.9,68.4
08-30-2021,12:44:02,682.2,102.7,9.3,105.8,68.4
08-30-2021,12:44:32,682.1,102.6,9.29,105.7,68.3
08-30-2021,12:45:02,682,102.5,9.29,105.7,68.3
08-30-2021,12:45:32,682,102.5,9.28,105.6,68.3
08-30-2021,12:46:02,682,102.4,9.28,105.6,68.3
08-30-2021,12:46:32,682,102.4,9.27,105.5,68.3
08-30-2021,12:47:02,682.1,102.3,9.27,105.4,68.3
08-30-2021,12:47:32,682,102.2,9.27,105.3,68.3
08-30-2021,12:48:02,682,102.1,9.26,105.2,68.3
08-30-2021,12:48:32,682,102,9.25,105.1,68.3
08-30-2021,12:49:02,682.1,102,9.24,105.1,68.3
08-30-2021,12:49:32,682,101.9,9.23,104.9,68.3
08-30-2021,12:50:02,682,101.8,9.23,104.9,68.3
08-30-2021,12:50:32,682,101.8,9.23,104.9,68.2
08-30-2021,12:51:02,682.1,101.7,9.22,104.7,68.2
08-30-2021,12:51:32,682.1,101.5,9.21,104.6,68.2
08-30-2021,12:52:02,682.1,101.5,9.21,104.6,68.2
08-30-2021,12:52:32,682.2,101.5,9.2,104.5,68.2
08-30-2021,12:53:02,682.1,101.4,9.2,104.5,68.2
08-30-2021,12:53:32,682,101.3,9.19,104.4,68.2
08-30-2021,12:54:02,682.1,101.2,9.18,104.3,68.2
08-30-2021,12:54:32,682.1,101.2,9.18,104.2,68.2
08-30-2021,12:55:02,682.1,101.1,9.17,104.2,68.2
08-30-2021,12:55:32,682.2,101,9.17,104.1,68.2
08-30-2021,12:56:02,682.1,100.9,9.16,104,68.2
08-30-2021,12:56:32,682.2,100.8,9.15,103.9,68.2
08-30-2021,12:57:02,682.1,100.8,9.15,103.9,68.1
08-30-2021,12:57:32,682,100.8,9.15,103.8,68.1
08-30-2021,12:58:02,682.1,100.7,9.14,103.8,68.1
08-30-2021,12:58:32,682.1,100.6,9.13,103.7,68.1
08-30-2021,12:59:02,682,100.5,9.13,103.6,68.1
08-30-2021,12:59:32,682.1,100.4,9.12,103.5,68.1
08-30-2021,13:00:02,682,100.4,9.12,103.4,68.1
08-30-2021,13:00:32,682.1,100.3,9.11,103.4,68.1
08-30-2021,13:01:02,682,100.3,9.11,103.3,68.1
08-30-2021,13:01:32,682.1,100.2,9.1,103.2,68.1
08-30-2021,13:02:02,682,100.2,9.1,103.2,68.1
08-30-2021,13:02:32,682,100.1,9.09,103.1,68.1
08-30-2021,13:03:02,682,100,9.08,103,68.1
08-30-2021,13:03:32,682,100,9.08,103,68.1
08-30-2021,13:04:02,682,99.9,9.08,102.9,68.1
08-30-2021,13:04:32,681.9,99.8,9.07,102.8,68.1
08-30-2021,13:05:02,681.9,99.8,9.07,102.8,68.1
08-30-2021,13:05:32,681.8,99.7,9.06,102.8,68.1
08-30-2021,13:06:02,681.8,99.6,9.05,102.6,68.1
08-30-2021,13:06:32,681.8,99.5,9.05,102.6,68.1
08-30-2021,13:07:02,681.8,99.5,9.04,102.5,68.1
08-30-2021,13:07:32,681.8,99.4,9.04,102.5,68
08-30-2021,13:08:02,681.8,99.4,9.03,102.4,68
08-30-2021,13:08:32,681.9,99.3,9.02,102.3,68
08-30-2021,13:09:02,681.7,99.3,9.02,102.3,68
08-30-2021,13:09:32,681.7,99.2,9.02,102.2,68
08-30-2021,13:10:02,681.8,99.2,9.02,102.2,68
08-30-2021,13:10:32,681.7,99.1,9.01,102.1,68
08-30-2021,13:11:02,681.8,99,9.01,102,68
08-30-2021,13:11:32,681.8,99,9,102,68
08-30-2021,13:12:02,681.7,98.9,8.99,101.9,68
08-30-2021,13:12:32,681.8,98.9,8.99,101.9,68
08-30-2021,13:13:02,681.7,98.8,8.98,101.8,68
08-30-2021,13:13:32,681.8,98.8,8.98,101.8,68
08-30-2021,13:14:02,681.8,98.7,8.98,101.7,68
08-30-2021,13:14:32,681.8,98.7,8.97,101.6,68
08-30-2021,13:15:02,681.8,98.6,8.97,101.6,68
08-30-2021,13:15:32,681.7,98.5,8.96,101.5,67.9
08-30-2021,13:16:02,681.7,98.5,8.96,101.5,68
08-30-2021,13:16:32,681.8,98.4,8.95,101.4,67.9
08-30-2021,13:17:02,681.7,98.4,8.95,101.3,68
